index,raw,opcode,message,timestamp,aliased_addr,dirty,dmask,fillo,hreq_id,ns,nxm,rnode,rreq_id,src,unaliased_addr,vc,xb1,xb1_2,xb2,xb3,xb4,xb5
310,0x2804300000008380,5,ECI_CMD_MREQ_RLDX,33097038283,8380,,0,,,1,,,1,0,8380,6,,,0,4,0,
311,0x2844300000008480,5,ECI_CMD_MREQ_RLDX,33097038285,8480,,0,,,1,,,17,0,8480,6,,,0,4,0,
312,0x2840300000008580,5,ECI_CMD_MREQ_RLDX,33097038287,8580,,0,,,1,,,16,0,8580,6,,,0,4,0,
313,0x5043c00000008680,10,ECI_CMD_MRSP_PEMD,33097038357,8680,0,15,0,,,0,,16,4,8680,4,0,0,,0,,0
314,0x5007c00000008180,10,ECI_CMD_MRSP_PEMD,33097038379,8180,0,15,0,,,0,,1,4,8180,4,0,0,,0,,0
315,0x5007c00000008280,10,ECI_CMD_MRSP_PEMD,33097038401,8280,0,15,0,,,0,,1,4,8280,4,0,0,,0,,0
316,0x5007c00000008380,10,ECI_CMD_MRSP_PEMD,33097038423,8380,0,15,0,,,0,,1,4,8380,4,0,0,,0,,0
317,0x5047c00000008480,10,ECI_CMD_MRSP_PEMD,33097038445,8480,0,15,0,,,0,,17,4,8480,4,0,0,,0,,0
318,0x5043c00000008580,10,ECI_CMD_MRSP_PEMD,33097038467,8580,0,15,0,,,0,,16,4,8580,4,0,0,,0,,0
319,0x0003e00000008080,0,ECI_CMD_MREQ_RLDD,33097038548,8080,,15,,,1,,,0,0,8080,6,,,0,0,0,
320,0x580fe40000008180,11,ECI_CMD_MFWD_FEVX_EH,33097038824,8180,,15,,3,1,,1,,5,8180,8,0,,0,0,,
321,0x5817e40000008280,11,ECI_CMD_MFWD_FEVX_EH,33097038826,8280,,15,,5,1,,1,,5,8280,8,0,,0,0,,
322,0x581fe40000008380,11,ECI_CMD_MFWD_FEVX_EH,33097038828,8380,,15,,7,1,,1,,5,8380,8,0,,0,0,,
323,0x5827e40000008480,11,ECI_CMD_MFWD_FEVX_EH,33097038830,8480,,15,,9,1,,1,,5,8480,8,0,,0,0,,
