index,raw,opcode,message,timestamp,aliased_addr,cache_line_index_aliased,cache_line_index_unaliased,dirty,dmask,fillo,hreq_id,ns,nxm,rreq_id,src,unaliased_addr,vc,xb1,xb1_2,xb2,xb3,xb4,xb5
187,0x180fe00000008180,3,ECI_CMD_MRSP_VICDHI,58076195497,0x0000008180,,,,15,,3,1,,,2,0x0000008180,4,,,,0,,0
188,0x1817e00000008280,3,ECI_CMD_MRSP_VICDHI,58076195501,0x0000008280,,,,15,,5,1,,,2,0x0000008280,4,,,,0,,0
189,0x181fe00000008380,3,ECI_CMD_MRSP_VICDHI,58076195505,0x0000008380,,,,15,,7,1,,,2,0x0000008380,4,,,,0,,0
190,0x1827e00000008480,3,ECI_CMD_MRSP_VICDHI,58076195509,0x0000008480,,,,15,,9,1,,,2,0x0000008480,4,,,,0,,0
191,0x182fe00000008580,3,ECI_CMD_MRSP_VICDHI,58076195513,0x0000008580,,,,15,,11,1,,,2,0x0000008580,4,,,,0,,0
192,0x1837e00000008680,3,ECI_CMD_MRSP_VICDHI,58076195517,0x0000008680,,,,15,,13,1,,,2,0x0000008680,4,,,,0,,0
193,0x2847f00000008680,5,ECI_CMD_MREQ_RLDX,58076196209,0x0000008680,,,,15,,,1,,17,0,0x0000008680,6,,,0,4,0,
194,0x2800300000008180,5,ECI_CMD_MREQ_RLDX,58076196211,0x0000008180,,,,0,,,1,,0,0,0x0000008180,6,,,0,4,0,
195,0x2804300000008280,5,ECI_CMD_MREQ_RLDX,58076196213,0x0000008280,,,,0,,,1,,1,0,0x0000008280,6,,,0,4,0,
196,0x2804300000008380,5,ECI_CMD_MREQ_RLDX,58076196215,0x0000008380,,,,0,,,1,,1,0,0x0000008380,6,,,0,4,0,
197,0x2844300000008480,5,ECI_CMD_MREQ_RLDX,58076196217,0x0000008480,,,,0,,,1,,17,0,0x0000008480,6,,,0,4,0,
198,0x2844300000008580,5,ECI_CMD_MREQ_RLDX,58076196219,0x0000008580,,,,0,,,1,,17,0,0x0000008580,6,,,0,4,0,
199,0x5047c00000008680,10,ECI_CMD_MRSP_PEMD,58076196287,,269,269,0,15,0,,,0,17,4,,4,0,0,,0,,0
200,0x5003c00000008180,10,ECI_CMD_MRSP_PEMD,58076196309,,259,259,0,15,0,,,0,0,4,,4,0,0,,0,,0
201,0x5007c00000008280,10,ECI_CMD_MRSP_PEMD,58076196331,,261,261,0,15,0,,,0,1,4,,4,0,0,,0,,0
202,0x5007c00000008380,10,ECI_CMD_MRSP_PEMD,58076196353,,263,263,0,15,0,,,0,1,4,,4,0,0,,0,,0
203,0x5047c00000008480,10,ECI_CMD_MRSP_PEMD,58076196375,,265,265,0,15,0,,,0,17,4,,4,0,0,,0,,0
204,0x5047c00000008580,10,ECI_CMD_MRSP_PEMD,58076196397,,267,267,0,15,0,,,0,17,4,,4,0,0,,0,,0
205,0x0007e00000008080,0,ECI_CMD_MREQ_RLDD,58076196479,0x0000008080,,,,15,,,1,,1,0,0x0000008080,6,,,0,0,0,
206,0x180fe00000008180,3,ECI_CMD_MRSP_VICDHI,58076196822,0x0000008180,,,,15,,3,1,,,2,0x0000008180,4,,,,0,,0
207,0x1817e00000008280,3,ECI_CMD_MRSP_VICDHI,58076196826,0x0000008280,,,,15,,5,1,,,2,0x0000008280,4,,,,0,,0
208,0x181fe00000008380,3,ECI_CMD_MRSP_VICDHI,58076196830,0x0000008380,,,,15,,7,1,,,2,0x0000008380,4,,,,0,,0
209,0x1827e00000008480,3,ECI_CMD_MRSP_VICDHI,58076196834,0x0000008480,,,,15,,9,1,,,2,0x0000008480,4,,,,0,,0
210,0x182fe00000008580,3,ECI_CMD_MRSP_VICDHI,58076196838,0x0000008580,,,,15,,11,1,,,2,0x0000008580,4,,,,0,,0
211,0x1837e00000008680,3,ECI_CMD_MRSP_VICDHI,58076196842,0x0000008680,,,,15,,13,1,,,2,0x0000008680,4,,,,0,,0
212,0x4807c00000008080,9,ECI_CMD_MRSP_PSHA,58076197097,,257,257,0,15,0,,,0,1,4,,4,0,0,,0,,0
213,0x3807e00000008080,7,ECI_CMD_MREQ_RC2D_S,58076197520,0x0000008080,,,,15,,,1,,1,0,0x0000008080,6,,,0,0,0,
214,0x2847f00000008680,5,ECI_CMD_MREQ_RLDX,58076197534,0x0000008680,,,,15,,,1,,17,0,0x0000008680,6,,,0,4,0,
215,0x2800300000008180,5,ECI_CMD_MREQ_RLDX,58076197536,0x0000008180,,,,0,,,1,,0,0,0x0000008180,6,,,0,4,0,
216,0x2804300000008280,5,ECI_CMD_MREQ_RLDX,58076197538,0x0000008280,,,,0,,,1,,1,0,0x0000008280,6,,,0,4,0,
217,0x2800300000008380,5,ECI_CMD_MREQ_RLDX,58076197540,0x0000008380,,,,0,,,1,,0,0,0x0000008380,6,,,0,4,0,
218,0x2840300000008480,5,ECI_CMD_MREQ_RLDX,58076197542,0x0000008480,,,,0,,,1,,16,0,0x0000008480,6,,,0,4,0,
219,0x2840300000008580,5,ECI_CMD_MREQ_RLDX,58076197544,0x0000008580,,,,0,,,1,,16,0,0x0000008580,6,,,0,4,0,
220,0x5004000000008080,10,ECI_CMD_MRSP_PEMD,58076197546,,257,257,0,0,0,,,0,1,3,,10,0,0,,0,,0
221,0x5047c00000008680,10,ECI_CMD_MRSP_PEMD,58076197623,,269,269,0,15,0,,,0,17,4,,4,0,0,,0,,0
222,0x5003c00000008180,10,ECI_CMD_MRSP_PEMD,58076197645,,259,259,0,15,0,,,0,0,4,,4,0,0,,0,,0
223,0x5007c00000008280,10,ECI_CMD_MRSP_PEMD,58076197667,,261,261,0,15,0,,,0,1,4,,4,0,0,,0,,0
224,0x5003c00000008380,10,ECI_CMD_MRSP_PEMD,58076197689,,263,263,0,15,0,,,0,0,4,,4,0,0,,0,,0
